komentar,komentar_bersih,label_final,alasan_label
"@ranggaa741 masih ada buzzer model gini, lupa kah kalo 3 tahun tidak ada pertandingan karena covid? udah overused sekali alias basi beralasan STY sudah 5 tahun gak bikin perubahan, template buzzer sekali",buzzer model gin lupa kah kalo tanding covid udah overused alias basi alas sty bikin ubah template buzzer,negatif,Mengkritik buzzer dan membela STY dengan nada menyerang.
Angkat kepalamu bang jay...kami tetap mendukungmu,angkat kepala bang jaykami dukung,positif,Tetap mendukung Jay.
"Sy juga ingat statement ETo di youtube bhw penggantian pelatih krn level piala dunia, level pelatihnya hrs lbh tinggi levelnya dan diberi target lolos pildun 2026. Klo mau liat stastik, era STY timnas mencetak gol dr open play total 6 gol (slh satunya trow in). Sementara di era PK total golnya 5 gol (2 open play, 3 pinalty). Beda kualitas..?...🤔",sy statement eto youtube bhw ganti pelatih level piala dunia level latih hrs lbh level target lolos pildun liat stastik era sty timnas cetak gol open play total gol slh satu trow in era pk total gol gol open play pinalty beda kualitas,negatif,Membandingkan statistik era STY dan PK untuk mengkritik kualitas saat ini.
yang baik dibuang yang rusak dipertahankan.,buang rusak tahan,negatif,Kritik terhadap keputusan membuang yang baik dan mempertahankan yang rusak.
"Peluang masuk piala Dunia 7%, itu nyata",peluang masuk piala dunia nyata,netral,Menyebut peluang masuk Piala Dunia secara informatif.
yaelaaaah STY 6 match cuma 1 poin,yaelaaaah sty match poin,negatif,Kritik terhadap STY berdasarkan perolehan poin.
TEMPLATE KOCAKK,template kocakk,netral,Komentar bercanda/menilai template tanpa sentimen jelas ke Timnas.
"kalo ajah lawan china di round 3 away gak kalah, & lawan bahrain away juga menang, kita udah lolos",kalo ajah lawan china round away kalah lawan bahrain away menang udah lolos,netral,"Hipotesis hasil pertandingan, cenderung faktual."
Dari situ kita bisa belajar dari PK bagaimana caranya timnas bisa mendapatkan pinalti🤣,situ ajar pk timnas pinalti,negatif,Sarkas terhadap PK karena Timnas dianggap hanya mengandalkan penalti.
"Wkwkw dulu pas era STY dari u16 sampe senior, aing semangat nontonya, cuman setelah kepicikan pas pergatian pelatih tiba2 udh malas, udh bau2 kepentinhan pribadi, mafia, towel, akmal anj",wkwkw era sty sampe senior aing semangat nontonya cuman picik pergatian pelatih udh malas udh bau kepentinhan pribadi mafia towel akmal anj,negatif,Kehilangan semangat menonton karena pergantian pelatih dan dugaan kepentingan pribadi.
TKS utk semua pemain TIMNAS kaliian hebat SDH berjuang sampee round 4 ini.,tks pemain timnas kaliian hebat sdh juang sampee round,positif,Ucapan terima kasih dan apresiasi kepada pemain Timnas.
dari dulu derita tiada tara😂 selalu dikalahkan sengaja indo tidak masuk piala dunia,derita tiada tara kalah sengaja indo masuk piala dunia,negatif,Ekspresi penderitaan dan tuduhan Indonesia sengaja dikalahkan.
"Ini kemarahan udah di ujung tanduk, gila kalo masih pertajanin Kluivert. gak ada malu kalo ET masih ngejabat ketum PSSI dan Menpora sekaligus.",marah udah ujung tanduk gila kalo pertajanin kluivert malu kalo et ngejabat tum pssi menpora,negatif,"Kemarahan terhadap Kluivert, ET, dan jabatan PSSI."
Kalah menang itu biasa. Yang penting tidak cedera. Biar main lagi ke club' bagus,kalah menang cedera biar main club bagus,netral,Penerimaan umum bahwa kalah-menang hal biasa.
"Kesannya seperti tiap pentas Pildun Indonesia selalu berhasil ke pildun, dan untuk kali ini Indonesia gagal. 😅",kesan pentas pildun indonesia hasil pildun kali indonesia gagal,negatif,Sarkasme seolah Indonesia biasa lolos Piala Dunia.
Lebih tepatnya gagal tapi proses jangka panjang dibanding gagal tapi proses jangka pendek. Jangka panjangnya itu shin tae yong dan jangka pendeknya itu patrick kluivert,tepat gagal proses jangka banding gagal proses jangka pendek jangka panjang shin tae yong jangka pendek patrick kluivert,negatif,Membandingkan proses STY dan PK dengan nada kritik terhadap proses pendek.
Artinya timnas mulai lagi dari nol!!! cape de,timnas nol cape de,negatif,Kecewa karena Timnas dianggap mulai dari nol lagi.
Ada pelatih yg punya disiplin tinggi malah dipecat..😅😅,pelatih disiplin pecat,negatif,Kritik terhadap pemecatan pelatih disiplin.
Klo sty Arab Saudi ketar ketir dan Australia.. Krena udah di kantongin sty..,sty arab saudi ketar tir australia krena udah kantongin sty,positif,Mengapresiasi kemampuan STY membaca Arab/Australia.
Patrick Kluivert pandai bersandiwara,patrick kluivert pandai sandiwara,negatif,Menuduh Patrick Kluivert bersandiwara.
"Lah knp nyalahin media SE kocak lo, pemiliknya juga orng Indo ya maklum lah mereka menggambar-gemborkan timnas toh emang kenyataanya timas di moment itu lagi bagus2nya sejak negara ini berdiri, kapan lagi kan menyemangati & ikut berpartisipasi di timnas Indo & kapan lagi klo gak sekarang ?",nyalahin media kocak milik orng indo ya maklum menggambargemborkan timnas emang kenyataanya timas moment bagus negara diri semangat partisipasi timnas indo,positif,Membela antusiasme media dan mendukung semangat untuk Timnas.
​@IlhamTaadiserang akun wasitnya,akun wasit,netral,Informasi singkat tentang akun wasit.
"Bener bgt, lebih keliatan aja sih progres dan usaha nya",bener liat progres usaha,positif,Mengakui progres dan usaha terlihat.
Daripada menyalahkan lebih baik introspeksi diri aja semuanya apa sebenarnya kesalahan di sepakbola Indonesia,salah introspeksi salah sepakbola indonesia,netral,Ajakan introspeksi tanpa menyalahkan pihak tertentu.
Terimakasih Erick Tohir mimpi anak indonesia telah kamu pupus.,terimakasih erick tohir mimpi anak indonesia pupus,negatif,Menyalahkan Erick Thohir karena memupus mimpi.
Tenang masih ada Piala Asean 2026 yg lebih bergengsi karna gak perlu susah payah ikut kualifikasi😂😂,tenang piala asean gengsi susah payah kualifikasi,negatif,Sarkasme tentang Piala ASEAN sebagai pengganti Piala Dunia.
Mantaf min editingnya awal vidio,mantaf editingnya vidio,positif,Memuji editing/konten.
Mnangis kau indo 😢,mnangis kau indo,negatif,Ungkapan mengejek/menangisi Indonesia.
"Walaupun kalah timnas kita sdh selevel dgn peringkat FIFA 50 an dunia, hanya kalah tipis ...",kalah timnas sdh level peringkat fifa an dunia kalah tipis,positif,Menilai Timnas sudah selevel lebih tinggi meski kalah tipis.
Betul saudara,saudara,netral,Persetujuan singkat tanpa sentimen jelas.
​ @وطني-ث2ح ya lawannya juga bukannya mudah.. Tapi di asia jepang yg terkuat saat ini bahkan meski mereka dicurangi bisa ada perlawanan.,ya lawan mudah asia jepang kuat curang lawan,netral,Menjelaskan bahwa Jepang kuat dan lawannya tidak mudah.
"Terimakasih untuk para pemain dan suporter yang selalu memberikan yang terbaik di setiap pertandingan Timnas Indonesia di Round 1 sampai saat ini, Teruntuk para staff federasi dan jajaran kepelatihan semoga segera di evaluasi. Come on Garuda Berbenah untuk menatap Piala Asia 2027 dan Piala Dunia 2030🦅❤️",terimakasih pemain suporter baik tanding timnas indonesia round untuk staff federasi jajar latih moga evaluasi come on garuda benah tatap piala asia piala dunia,positif,"Terima kasih kepada pemain dan suporter serta harapan berbenah, dominan positif."
​ @DanyUhuy-t5g preeet....mafia bola di indonesia ttp subur.full pemain di datangkan dr belanda jg kita kalah.erik tohir baik di awal udah duduk enak ya keliatan aslinya.macam anggota DPR indonesia yg lain,preeetmafia bola indonesia ttp suburfull pemain datang belanda jg kalaherik tohir udah duduk enak ya liat aslinyamacam anggota dpr indonesia,negatif,Kritik keras terhadap Erick dan mafia bola.
Aku cinta towel❤❤❤❤❤,cinta towel,positif,Ungkapan dukungan/suka kepada Towel.
"Si towel itu seneng liat indo ga lolos ,,,mana ada kritik ke PK ,,walau pun kalah,,",si towel neng liat indo lolos kritik pk kalah,negatif,Kritik terhadap Towel yang dianggap senang Timnas gagal.
yang bagus jadi pelatih dan pemain cuma zidane ama xabi alonso.,bagus pelatih pemain zidane ama xabi alonso,netral,Membahas figur pelatih/pemain lain tanpa sentimen jelas terhadap Timnas.
"Tetap semangat dan jangan menyerah,Kami selalu mendukung Timnas Indonesia :hands-yellow-heart-red::hands-yellow-heart-red::hands-yellow-heart-red:",semangat menyerahkami dukung timnas indonesia handsyellowheartredhandsyellowheartredhandsyellowheartred,positif,Dukungan dan semangat untuk Timnas Indonesia.
Pembelajaran yg sangat berharga...bagi pemain pelatih dan staf dan tentunya.federasi sepak bola indonesia...peluang lolos tampil di piala dunia.harus sirna..semoga kedepannya lebih lagi aamiin yra,ajar berhargabagi pemain pelatih staf tentunyafederasi sepak bola indonesiapeluang lolos tampil piala duniaharus sirnasemoga depan aamiin yra,positif,Melihat kegagalan sebagai pembelajaran dan memberi harapan ke depan.
Sudah ga usah nangis Bro....kita tetap ada buat timnas...kalah ataupun menang...bravo timnas❤❤❤,nang brokita timnaskalah menangbravo timnas,positif,Memberi dukungan kepada Timnas dalam kalah maupun menang.
"Udah gak usaha nangis,target kalian dr awal emng bukan sampe lolos kok.cuma harapan bangsa aja klo bisa lolos.udah mulai berkembang permainan,kita sudah sering kecewa,tapi cinta rakyat indonesia kepda timnas gak pernh berkurang kok ,tiket selalu habis terjual.",udah usaha nangistarget emng sampe lolos kokcuma harap bangsa lolosudah kembang permainankita kecewatapi cinta rakyat indonesia kepda timnas pernh kurang tiket habis jual,positif,Tetap menyatakan cinta rakyat pada Timnas meski kecewa.
"jangan saling mencari kambing hitam? VIDEO LU SEBELUMNYA AJA ""PATRICK OUT"" KWKKW 🤣",cari kambing hitam video patrick out kwkkw,negatif,Menyindir inkonsistensi channel/pembahasan Patrick out.
​ @riz14channel93 berarti Mourinho juga cuma hoki ya bos kan mainnya parkir bus juga,mourinho hoki ya bos main parkir bus,positif,Membela taktik parkir bus/STY melalui perbandingan dengan Mourinho.
Para pemain sdh berjuang maximal..jangan saling menghujat Kambing hitam di buang aja kelaut Yg salah pasti pelatih yg harus bertanggung jawab.. Apapun itu pelatih yg bertanggung jawab Sdh jangan saling menyalahkan...blm waktunya indonesia masuk piala dunia,pemain sdh juang maximaljangan hujat kambing hitam buang laut salah pelatih tanggung apa pelatih tanggung sdh menyalahkanblm indonesia masuk piala dunia,negatif,Mengkritik pelatih sebagai pihak yang harus bertanggung jawab.
Pelatih boleh disalahkan. Tp yg lebih disalahkan LG jajaran PSSI dan Exco PSSI semua. Knpa di tenggah2 kompetesi besar kyk gini Mala ganti pelatih. Itu sangat2 kesalahan terbesar. Kita GK lolos gpp ketika masih dilatih coach STY. Karna dilatih dia dimulai dr nol. Lah ini di tengah2 kompetesi mau dekat melangkah piala dunia Mala ganti pelatih. Sangat2 aneh dan disayangkan. Perlu dipertanyakan ini. Negara besar tp dibanyakin mafia2. GK bakalan maju sepak bola Indonesia ini. Kasian pemain2 keturunan semua demi bela negara orng tua dan neneknya tp dihancurkan oleh federasi nya sendiri,pelatih salah salah lg jajar pssi exco pssi knpa tenggah kompetesi kyk gin mala ganti pelatih salah besar lolos gpp latih coach sty latih nol kompetesi lang piala dunia mala ganti pelatih aneh sayang negara dibanyakin mafia maju sepak bola indonesia kasi pemain turun bela negara orng tua nenek hancur federasi,negatif,"Kritik keras kepada PSSI, EXCO, pergantian pelatih, dan federasi."
kontrak profesional kok minta maaf segala..dikira sty pahlawan tanpa jasa😂,kontrak profesional maaf segaladikira sty pahlawan jasa,negatif,Sindiran terhadap STY terkait kontrak dan pahlawan tanpa jasa.
"Keberhasilan pa Erik Tohir,,,",hasil pa erik tohir,netral,Komentar singkat/ambigu tentang keberhasilan Erick Thohir.
"Pak Erik harus tanggung jawab,, timnas udah bagus bagus nya malah ganti pelatih,,apa ini memang kemauan mafia bola menggantikan pelatih agar timnas tidak lolos",erik tanggung timnas udah bagus bagus ganti pelatihapa mau mafia bola ganti pelatih timnas lolos,negatif,Menuntut Erick bertanggung jawab dan menyinggung mafia bola.
"​ @RoyJack-yc4tg yaelah bro itu tahun berapa lagian namanya negara timteng gak ada yg lemah , irak pun pemain mayoritas abroad dan liga mereka gak pernah dibawah indo",yc tg yaelah nama negara timteng lemah irak pemain mayoritas abroad liga bawah indo,netral,Menjelaskan kekuatan negara Timur Tengah/Irak.
Pemain indo anda luar biasa semua pemain telah bekerja keras ini bukan salah pemain dari Irak ringking tidak bisa di pandang rendah ini fakta ringking tapi indo para pemain sudah kerja keras,pemain indo pemain keras salah pemain irak ringking pandang rendah fakta ringking indo pemain kerja keras,positif,Membela pemain dan mengapresiasi kerja keras mereka.
"Tv one salah satu investasi mafia, makanya sgja yg undang omongn timnas indo pundit² alias sales nya fdrsi untuk sgja menghancurkan timnas indo",tv one salah investasi mafia sgja undang omongn timnas indo pundit alias sales fdrsi sgja hancur timnas indo,negatif,Kritik terhadap media/pundit/federasi.
"Alhamdulillah Timnas lolos round 3 karena STY. Alhamdulillah Timnas mengukirkan sejarah bersama STY menang lawan raksasa asia Arab Saudi. Alhamdulillah Timnas yang dilatih STY lolos piala asia 2027. #terimakasihSTY kami rakyat Indonesia akan selalu menerima anda kembali. Bukan tidak mungkin apabila dilanjutkan oleh STY, kita akan melihat permainan timnas seperti timnas u23 melawan yordania u23. Menurut gua generasi emas timnas bukan yang saat ini. Tapi Timnas U23 era STY. Mental sudah teruji, jatuh bangun, adu penalty, di curangi, main di kandang orang. hasil memuaskan.",alhamdulillah timnas lolos round sty alhamdulillah timnas ukir sejarah sty menang lawan raksasa asia arab saudi alhamdulillah timnas latih sty lolos piala asia terimakasihsty rakyat indonesia terima lanjut sty main timnas timnas lawan yordania generasi emas timnas timnas era sty mental uji jatuh bangun adu penalty curang main kandang orang hasil muas,positif,Memuji pencapaian Timnas bersama STY dan memberi apresiasi.
"Mantap...,...bg.,.setuju",mantapbgsetuju,positif,Memberi apresiasi dan persetujuan terhadap pendapat.
TERIMA KASIH TIMNAS SENIOR... TERIMA KASIH STY terima kasih sudah membuat kami pecinta bola benar2 puas melihat Timnas bermain cantik hingga ROUND 3 .,terima kasih timnas senior terima kasih sty terima kasih cinta bola puas timnas main cantik round,positif,Apresiasi dan terima kasih kepada Timnas dan STY.
"Ayoo tambah lgi diasporanya, butuh gelandang kreatif bisa manuver di lini tengah",ayoo lgi diaspora butuh gelandang kreatif manuver lini,netral,Berisi usulan kebutuhan pemain tanpa emosi kuat.
STY BISA LEBIH POIN BAHKAN MATCH PERTAMA VS AUSTRALIA BISA SAJA SAMA STY DITAHAN IMBANG. VS CHINA BAHKAN BISA SAJA LEBIH DARI 1 GOL. VS BAHRAIN PUN SAMA BISA SAJA LEBIH DRI 1 GOL.. MAIN DIKANDANG,sty poin match vs australia sty tahan imbang vs china gol vs bahrain dri gol main kandang,positif,Dukungan/keyakinan STY bisa meraih poin lebih baik.
Selalu nunggu pendapat bung binder,nunggu dapat binder,netral,"Hanya menunggu pendapat kreator, bukan sentimen terhadap Timnas."
"Sebagai fans dan penikmat,saya hanya ingin terus bersama timnas,saya akan tetap bersama timnas🇮🇩",fans penikmatsaya timnassaya timnas,positif,Tetap mendukung dan ingin bersama Timnas.
"blok, ET lo suruh mundur?? krn dia indonesia lolos Putaran 4. lo baru lahir kemarin?? program diaspora itu program ET. kalau gak ada ide itu, timnas masih di era kegelapan. boro2 masuk putaran 4, lolos putaran 1 aja belom tentu bisa.",blok et suruh mundur indonesia lolos putar lahir kemarin program diaspora program et ide timnas era gelap boro masuk putar lolos putar bom,positif,"Berisi dukungan, apresiasi, pembelaan, atau harapan positif terhadap Timnas, pemain, STY, atau pihak terkait."
Terima kasih timnas sfh sejauh ini❤,terima kasih timnas sfh,positif,Ucapan terima kasih kepada Timnas.
Kecewa ke 2x nya setelah era kegelapan 😅,kecewa era gelap,negatif,Kecewa terhadap era/kondisi Timnas.
Pecat Erik Thohir titik...,pecat erik thohir titik,negatif,Tuntutan pemecatan Erick Thohir.
masih sakit hati ya bang karna mereka pemain persib,sakit hati ya bang pemain persib,negatif,Nada menyindir/menuduh pihak lain masih sakit hati.
​ @riz14channel93 org yg gak mengikuti timnas dri dulu ya gini modelnya wkwkwk,orang ikut timnas dri ya gin model,negatif,Sindiran terhadap orang yang tidak mengikuti Timnas.
Ya kalau gak boleh bermimpi lolos ke piala Dunia. Lebih baik gak ush ikut kualifikasi piala dunia sampai2 habis habisan naturalisasi pemain.,ya mimpi lolos piala dunia ush kualifikasi piala dunia habis habis naturalisasi pemain,negatif,Mengkritik target dan proyek naturalisasi jika tidak berani bermimpi lolos.
